id," name"," address"," zip_code"," city"," state",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
602," Edgewood Cafe"," 1864 Broad Street"," 02905"," Cranston"," RI",41.774904,-71.398416,1,range_interpolation,1864,"Broad St",Providence,RI,"Providence County",02905,US
603," Yankee Lobster Fish Market"," 300 Northern Avenue"," 02210"," Boston"," MA",42.348112,-71.036827,1,range_interpolation,300,"Northern Ave",Boston,MA,"Suffolk County",02210,US
604," Espinos Mexican Bar & Grill"," 17409 Chesterfield Airport Road"," 63005"," Chesterfield"," MO",38.668148,-90.615335,1,range_interpolation,17409,"Chesterfield Airport Rd",Chesterfield,MO,"St. Louis County",63005,US
605," Hey Meatball"," 719 College Street"," M6G 1C2"," Toronto"," ON",28.811303,-81.890684,0.8,street_center,,"S College St",Leesburg,FL,"Lake County",34748,US
606," Caplansky's Delicatessen"," 356 College Street"," M5T 1S6"," Toronto"," ON",28.811303,-81.890684,0.8,street_center,,"S College St",Leesburg,FL,"Lake County",34748,US
607," Rosedale Diner"," 1164 Yonge Street"," M4W 2L9"," Toronto"," ON",32.738366,-117.222127,0.8,street_center,,"Yonge St","San Diego",CA,"San Diego County",92106,US
608," Chili Johns"," 2018 West Burbank Boulevard"," 91506"," Burbank"," CA",34.18022,-118.33319,1,range_interpolation,2018,"W Burbank Blvd",Burbank,CA,"Los Angeles County",91506,US
609," "," 2018 West Burbank Boulevard"," "," ",,29.776691,-98.46263,0.22,place,,,Bulverde,TX,"Comal County",78163,US
610," La Isla Restaurant"," 104 Washington Street"," 07030"," Hoboken"," NJ",40.737521,-74.031032,1,range_interpolation,104,"Washington St",Hoboken,NJ,"Hudson County",07030,US
611," Coastal Cravings"," 1209 Duck Road"," 27949"," Duck"," NC",36.174256,-75.756286,1,range_interpolation,1209,"Duck Rd","Kitty Hawk",NC,"Dare County",27949,US
612," The Smoke Joint"," 87 S Elliott Place"," 11217"," Brooklyn"," NY",40.686944,-73.975406,1,rooftop,87,"S Elliott Pl",Brooklyn,NY,"Kings County",11217,US
613," Jimmy's Diner"," 577 Union Ave"," 11211"," Brooklyn"," NY",40.712597,-73.953098,0.22,place,,,Brooklyn,NY,"Kings County",11211,US
614," Darbys Cafe"," 211 5th Ave SE"," 98501"," Olympia"," WA",47.044026,-122.900209,1,range_interpolation,211,"5th Ave SE",Olympia,WA,"Thurston County",98501,US
615," Marie's Italian Specialties"," 641 Shunpike Rd"," 07928"," Chatham"," NJ",40.74615,-74.430019,1,range_interpolation,641,"Shunpike Rd",Chatham,NJ,"Morris County",07928,US
616," Bruno's European Restaurant"," 10716 A Street South"," 98444"," Tacoma"," WA",47.159705,-122.431695,1,range_interpolation,10716,"A St S",Tacoma,WA,"Pierce County",98444,US
617," "," 10716 A Street South"," "," ",,37.329217,-86.364699,0.3,place,,,South,KY,"Grayson County",42754,US
618," "," 10716 A Street South"," "," ",,37.329217,-86.364699,0.3,place,,,South,KY,"Grayson County",42754,US
619," "," 10716 A Street South"," "," ",,37.329217,-86.364699,0.3,place,,,South,KY,"Grayson County",42754,US
620," "," 10716 A Street South"," "," ",,37.329217,-86.364699,0.3,place,,,South,KY,"Grayson County",42754,US
621," "," 10716 A Street South"," "," ",,37.329217,-86.364699,0.3,place,,,South,KY,"Grayson County",42754,US
622," "," 10716 A Street South"," "," ",,37.329217,-86.364699,0.3,place,,,South,KY,"Grayson County",42754,US
623," "," 10716 A Street South"," "," ",,37.329217,-86.364699,0.3,place,,,South,KY,"Grayson County",42754,US
624," Pies n Thighs"," 166 South 4th Street"," 11211"," Brooklyn"," NY",40.711217,-73.961345,1,rooftop,166,"S 4th St",Brooklyn,NY,"Kings County",11211,US
625," The Ace Toronto"," 231 Roncesvalles Avenue"," M6R 2L6"," Toronto"," ON",34.044944,-96.321428,0.22,place,,,Durant,OK,"Bryan County",74701,US
626," The Lakeview Restaurant"," 1132 Dundas Street West"," M6J 2Y2"," Toronto"," ON",34.045915,-118.192357,0.8,street_center,,"Dundas St","Los Angeles",CA,"Los Angeles County",90063,US
627," The Stockyards Smokehouse and Larder"," 699 Saint Clair Avenue West"," M6C 1B2"," Toronto"," ON",26.650039,-81.919741,0.8,street_center,,"Saint Clair Ave W","North Fort Myers",FL,"Lee County",33903,US
628," Crown Bar"," 2705 6th Avenue"," 98405"," Tacoma"," WA",47.25559,-122.471391,1,range_interpolation,2705,"6th Ave",Tacoma,WA,"Pierce County",98406,US
629," The Golden State Cafe"," 426 North Fairfax Avenue"," 90036"," Los Angeles"," CA",34.079001,-118.361281,1,rooftop,426,"N  Fairfax Ave","Los Angeles",CA,"Los Angeles County",90036,US
630," Beer Belly"," 532 South Western Avenue"," 90020"," Los Angeles"," CA",34.064386,-118.308907,1,rooftop,532,"S  Western Ave","Los Angeles",CA,"Los Angeles County",90020,US
631," Chomp Chomp Nation (Food Truck)"," "," 92612"," Irvine"," CA",33.65844,-117.826009,1,place,,,Irvine,CA,"Orange County",92612,US
632," Dirty Oscars Annex"," 2309 6th Avenue"," 98403"," Tacoma"," WA",47.255598,-122.467209,1,range_interpolation,2309,"6th Ave",Tacoma,WA,"Pierce County",98403,US
633," Highland Tavern"," 3400 Navajo Street"," 80211"," Denver"," CO",39.764281,-105.004141,1,range_interpolation,3400,"Navajo St",Denver,CO,"Denver County",80211,US
634," Sidecar Bar and Grille"," 2201 Christian Street"," 19146"," Philadelphia"," PA",39.94151,-75.179347,1,range_interpolation,2201,"Christian St",Philadelphia,PA,"Philadelphia County",19146,US
635," Perk Eatery"," 6501 East Greenway Parkway"," 85254"," Scottsdale"," AZ",33.625402,-111.940429,1,range_interpolation,6501,"E Greenway Pkwy",Scottsdale,AZ,"Maricopa County",85254,US
636," Atomic Cowboy"," 3237 East Colfax Avenue"," 80206"," Denver"," CO",39.740309,-104.949691,1,range_interpolation,3237,"E Colfax Ave",Denver,CO,"Denver County",80206,US
637," South Philadelphia Tap Room"," 1509 Mifflin Street"," 19145"," Philadelphia"," PA",39.927229,-75.171103,1,range_interpolation,1509,"Mifflin St",Philadelphia,PA,"Philadelphia County",19145,US
638," St. Francis"," 111 East Camelback Road"," 85012"," Phoenix"," AZ",33.509118,-112.07195,1,range_interpolation,111,"E Camelback Rd",Phoenix,AZ,"Maricopa County",85012,US
639," Barrio Cafe"," 2814 N 16th Street"," 85006"," Phoenix"," AZ",33.47912,-112.04779,1,range_interpolation,2814,"N 16th St",Phoenix,AZ,"Maricopa County",85006,US
640," Nopalito on 9th"," 1224 9th Avenue"," 94122"," San Francisco"," CA",37.76547,-122.466267,1,range_interpolation,1224,"9th Ave","San Francisco",CA,"San Francisco County",94122,US
641," Percy Street Barbecue"," 900 South Street"," 19147"," Philadelphia"," PA",39.942745,-75.157057,1,range_interpolation,900,"South St",Philadelphia,PA,"Philadelphia County",19147,US
642," Hops and Pie"," 3920 Tennyson Street"," 80212"," Denver"," CO",39.771282,-105.043862,1,range_interpolation,3920,"Tennyson St",Denver,CO,"Denver County",80212,US
643," Bludso's BBQ"," 811 South Long Beach Boulevard"," 90221"," Compton"," CA",33.889242,-118.207554,1,rooftop,811,"S  Long Beach Blvd",Compton,CA,"Los Angeles County",90221,US
644," Curry Corner"," 1212 East Apache Boulevard"," 85281"," Tempe"," AZ",33.414628,-111.920226,0.8,range_interpolation,1212,"E Apache Blvd",Tempe,AZ,"Maricopa County",85281,US
645," Prohibition"," 504 East Colfax Avenue"," 80220"," Denver"," CO",39.739876,-104.981066,1,range_interpolation,504,"E Colfax Ave",Denver,CO,"Denver County",80218,US
646," Standard Tap"," 901 North 2nd Street"," 19123"," North Philadelphia"," PA",39.963988,-75.140706,1,range_interpolation,901,"N 2nd St",Philadelphia,PA,"Philadelphia County",19123,US
647," Cora Fayes Cafe"," 2861 Colorado Boulevard"," 80207"," Denver"," CO",39.757617,-104.940446,0.7,range_interpolation,2861,"N Colorado Blvd",Denver,CO,"Denver County",80207,US
648," DeFalco's Italian Deli"," 2334 Scottsdale Oak Plaza Shopping Center"," 85257"," Scottsdale"," AZ",33.473358,-111.926337,1,range_interpolation,2334,"E Scottsdale Mall",Scottsdale,AZ,"Maricopa County",85257,US
649," The Jamaican Jerk Hut"," 1436 South Street"," 19146"," Philadelphia"," PA",39.943583,-75.166049,1,range_interpolation,1436,"South St",Philadelphia,PA,"Philadelphia County",19146,US
650," Black Pelican Seafood Company"," 3848 North Virginia Dare Trail"," 27949"," Kitty Hawk"," NC",36.06431,-75.688981,1,range_interpolation,3848,"N Virginia Dare Trl","Kitty Hawk",NC,"Dare County",27949,US
651," Geechee Girl Rice Cafe"," 6825 Germantown Avenue"," 19119"," Philadelphia"," PA",40.054895,-75.186829,1,range_interpolation,6825,"Germantown Ave",Philadelphia,PA,"Philadelphia County",19119,US
652," The Duce"," 525 South Central Avenue"," 85004"," Downtown Phoenix"," AZ",33.453787,-112.073664,1,range_interpolation,525,"N Central Ave",Phoenix,AZ,"Maricopa County",85004,US
653," Haggo's Organic Taco"," 1114 North Coast Highway 101"," 92024"," Encinitas"," CA",33.068491,-117.303921,1,rooftop,1114,"N Coast Highway 101",Encinitas,CA,"San Diego County",92024,US
654," The Parks Finest BBQ"," 1267 West Temple Street"," 90026"," Central LA"," CA",34.066431,-118.254133,1,rooftop,1267,"W  Temple St","Los Angeles",CA,"Los Angeles County",90026,US
655," Eastside Market Italian Deli"," 1013 Alpine Street"," 90012"," Los Angeles"," CA",34.065164,-118.246631,1,rooftop,1013,"Alpine St","Los Angeles",CA,"Los Angeles County",90012,US
656," Crockett's Public House"," 118 East Stewart Avenue"," 98372"," Puyallup"," WA",47.192846,-122.293634,1,range_interpolation,118,"E Stewart Ave",Puyallup,WA,"Pierce County",98372,US
657," Fish Tale Brewpub"," 515 Jefferson Street Southeast"," 98501"," Olympia"," WA",47.04429,-122.89673,1,range_interpolation,515,"Jefferson St SE",Olympia,WA,"Thurston County",98501,US
658," ob noodle house"," 2218 Cable Street"," 92107"," Ocean Beach"," CA",32.751263,-117.24483,1,rooftop,2218,"Cable St","San Diego",CA,"San Diego County",92107,US
659," Shirley's Tippy Canoe"," 28242 Historic Columbia River Highway"," 97060"," Troutdale"," OR",45.514712,-122.362683,0.9,range_interpolation,28242,"E Crown Point Hwy",Troutdale,OR,"Multnomah County",97060,US
660," Spiritos Italian Diner"," 2508 South El Camino Real"," 92008"," Carlsbad"," CA",33.180786,-117.326725,1,range_interpolation,2508,"Co Hwy S11",Carlsbad,CA,"San Diego County",92008,US
661," Nopalito on broderick"," 306 Broderick Street"," 94117"," San Francisco"," CA",37.773226,-122.438974,1,rooftop,306,"Broderick St","San Francisco",CA,"San Francisco County",94117,US
662," Pica Pica Maize Kitchen"," 401 Valencia Street"," 94103"," San Francisco"," CA",37.766409,-122.421714,1,rooftop,401,"Valencia St","San Francisco",CA,"San Francisco County",94103,US
663," Edelweiss Sausage & Delicatessen"," 3119 Southeast 12th Avenue"," 97202"," Portland"," OR",45.500803,-122.653302,1,range_interpolation,3119,"SE 12th Ave",Portland,OR,"Multnomah County",97202,US
664," Crest Cafe"," 425 Robinson Avenue"," 92103"," San Diego"," CA",32.746807,-117.160768,1,rooftop,425,"Robinson Ave","San Diego",CA,"San Diego County",92103,US
665," Show Dogs"," 1020 Market Street"," 94102"," San Francisco"," CA",37.782044,-122.410989,1,rooftop,1020,"Market St","San Francisco",CA,"San Francisco County",94102,US
666," Industrial Cafe & Saloon"," 2572 Northwest Vaughn Street"," 97210"," Portland"," OR",45.536666,-122.703913,1,range_interpolation,2572,"NW Vaughn St",Portland,OR,"Multnomah County",97210,US
667," The Refuge"," 963 Laurel Street"," 94070"," San Carlos"," CA",37.501886,-122.255316,1,range_interpolation,963,"Laurel St","San Carlos",CA,"San Mateo County",94070,US
668," The Country Cat"," 7937 Southeast Stark Street"," 97215"," Portland"," OR",45.519305,-122.582188,1,range_interpolation,7937,"SE Stark St",Portland,OR,"Multnomah County",97215,US
669," Millers East Coast Deli"," 1725 Polk Street"," 94109"," San Francisco"," CA",37.792734,-122.42146,1,rooftop,1725,"Polk St","San Francisco",CA,"San Francisco County",94109,US
670," Koja Kitchen Food Truck"," "," 94123"," San Francisco"," CA",37.79967,-122.435732,1,place,,,"San Francisco",CA,"San Francisco County",94123,US
671," The Front Porch"," 65a 29th Street"," 94110"," San Francisco"," CA",37.743722,-122.421978,1,rooftop,65,"29th St","San Francisco",CA,"San Francisco County",94110,US
672," Senor Sisig Food Truck"," 94115 San Francisco"," 94115"," San Francisco"," CA",37.786028,-122.437032,0.33,place,,,"San Francisco",CA,"San Francisco County",94115,US
673," A Taste of Home Cooking"," 12365 West 58th Avenue"," 80002"," Arvada"," CO",39.80166,-105.137265,0.8,range_interpolation,12365,"W 58th Ave",Arvada,CO,"Jefferson County",80002,US
674," PDX Six Seven One Food Truck"," NE 52nd Ave & NE Sandy Blvd"," 97213"," Portland"," OR",45.540119,-122.609967,1,intersection,,"NE 52nd Ave",Portland,OR,"Multnomah County",97213,US
675," Golden Crown Panaderia"," 1103 Mountain Road Northwest"," 87102"," Albuquerque"," NM",35.095468,-106.657954,1,range_interpolation,1103,"Mountain Rd NW",Albuquerque,NM,"Bernalillo County",87102,US
676," Casa Chimayo"," 409 West Water Street"," 87501"," Santa Fe"," NM",35.688172,-105.944672,1,range_interpolation,409,"W Water St","Santa Fe",NM,"Santa Fe County",87501,US
677," Torinos at Home"," 7600 Jefferson Street Northeast"," 87109"," Albuquerque"," NM",35.166374,-106.591055,1,range_interpolation,7600,"Jefferson St NE",Albuquerque,NM,"Bernalillo County",87109,US
678," Frank's Noodle House"," 822 Northeast Broadway Street"," 97232"," Portland"," OR",45.53491,-122.657426,1,range_interpolation,822,"NE Broadway St",Portland,OR,"Multnomah County",97232,US
679," Bocadillos"," 1609 Indian School Road Northwest"," 87104"," Albuquerque"," NM",35.11077,-106.661809,1,range_interpolation,1609,"Indian School Rd NW",Albuquerque,NM,"Bernalillo County",87104,US
680," Jambo Cafe New Mexico"," 2010 Cerrillos Road"," 87505"," Santa Fe"," NM",35.66313,-105.976046,1,range_interpolation,2010,"Cerrillos Rd","Santa Fe",NM,"Santa Fe County",87505,US
681," Danny Edward's Blvd BBQ"," 2900 Southwest Boulevard"," 64108"," Kansas City"," MO",39.07513,-94.603358,1,range_interpolation,2900,"Southwest Blvd","Kansas City",MO,"Jackson County",64108,US
682," Back Street Bistro"," 513 Camino De Los Marquez"," 87505"," Santa Fe"," NM",35.998909,-106.049405,0.8,street_center,,"Camino De Los Sanchez",Espanola,NM,"Santa Fe County",87532,US
683," Succotash"," 2601 Holmes Street"," 64108"," Kansas City"," MO",39.0793,-94.576133,1,range_interpolation,2601,"Holmes St","Kansas City",MO,"Jackson County",64108,US
684," Cupinis"," 1809 Westport Road"," 64111"," Kansas City"," MO",39.05007,-94.606598,1,range_interpolation,1809,"Westport Rd","Kansas City",MO,"Jackson County",64111,US
685," The Cube BBQ"," 1520 Central Avenue Southeast"," 87123"," Albuquerque"," NM",35.089224,-106.66406,1,range_interpolation,1520,"Central Ave",Albuquerque,NM,"Bernalillo County",87104,US
686," Nexus Brewery and Restaurant"," 4730 Pan American Freeway"," 87109"," Albuquerque"," NM",35.135006,-106.605556,1,range_interpolation,4730,"Pan American Fwy",Albuquerque,NM,"Bernalillo County",87109,US
687," B.B.'s Lawn Side Bar B-Q"," 1205 East 85th Street"," 64131"," Kansas City"," MO",38.973273,-94.575417,0.9,range_interpolation,1205,"E 85th St","Kansas City",MO,"Jackson County",64131,US
688," The Tin Shed Garden Cafe"," 1438 Northeast Alberta Street"," 97211"," Portland"," OR",45.558945,-122.651133,1,range_interpolation,1438,"NE Alberta St",Portland,OR,"Multnomah County",97211,US
689," Asi y Asado"," "," "," Cabo San Lucas"," BS",33.324113,-111.878217,0.6,place,,,"Sun Lakes",AZ,"Maricopa County",85224,US
690," Soloman's Landing Restaurant"," "," "," Cabo San Lucas"," BS",33.324113,-111.878217,0.6,place,,,"Sun Lakes",AZ,"Maricopa County",85224,US
691," "," "," "," ",,0,0,0,,,,,,,,
692," Tiki Bar"," "," "," Cabo San Lucas"," BS",33.324113,-111.878217,0.6,place,,,"Sun Lakes",AZ,"Maricopa County",85224,US
693," "," "," "," ",,0,0,0,,,,,,,,
694," 55 South"," 403 Main Street"," 37064"," Franklin"," TN",35.924023,-86.871101,1,range_interpolation,403,"Main St",Franklin,TN,"Williamson County",37064,US
695," Potpie"," 904 Westport Road"," 64111"," Kansas City"," MO",39.050864,-94.596841,1,range_interpolation,904,"Westport Rd","Kansas City",MO,"Jackson County",64111,US
696," Phat Bites"," 940 Allen Road"," 37214"," Nashville"," TN",36.150647,-86.664674,1,range_interpolation,940,"Allen Rd",Nashville,TN,"Davidson County",37214,US
697," Cafe Nonna"," 4427 Murphy Road"," 37209"," Nashville"," TN",36.140821,-86.839394,1,range_interpolation,4427,"Murphy Rd",Nashville,TN,"Davidson County",37209,US
698," Blue Koi"," 10581 Mission Road"," 66206"," Leawood"," KS",38.934668,-94.630068,1,range_interpolation,10581,"Mission Rd","Shawnee Mission",KS,"Johnson County",66206,US
699," The Grilled Cheeserie Food Truck"," "," "," Tennessee"," TN",35.737569,-87.473903,0.53,place,,,Deans,TN,"Hickman County",37033,US
700," Hotel Ivanhoe"," 315 Main Street"," 95536"," Ferndale"," CA",40.575876,-124.264894,1,range_interpolation,315,"Main St",Ferndale,CA,"Humboldt County",95536,US
701," Ferndale Meat Co."," 376 Main Street"," 95536"," Ferndale"," CA",40.576025,-124.264341,1,range_interpolation,376,"Main St",Ferndale,CA,"Humboldt County",95536,US
702," Clendenens Cider"," 96 12th Street"," 95540"," Fortuna"," CA",40.589814,-124.154628,1,range_interpolation,96,"12th St",Fortuna,CA,"Humboldt County",95540,US
703," Clendenens Cider Works"," 96 12th Street"," 95540"," Fortuna"," CA",40.589814,-124.154628,1,range_interpolation,96,"12th St",Fortuna,CA,"Humboldt County",95540,US
704," Loleta Cheese Factory"," 252 Loleta Drive"," 95551"," Loleta"," CA",40.641143,-124.223726,1,range_interpolation,252,"Loleta Dr",Loleta,CA,"Humboldt County",95551,US
705," Humboldt Sweets"," 399 Main Street"," 95536"," Ferndale"," CA",40.576357,-124.264441,1,range_interpolation,399,"Main St",Ferndale,CA,"Humboldt County",95536,US
706," Blue Collar"," 6730 Biscayne Boulevard"," 33138"," Miami"," FL",25.837815,-80.184605,1,rooftop,6730,"Biscayne Blvd","Miami Shores",FL,"Miami-Dade County",33138,US
707," The Federal"," 5132 Biscayne Boulevard"," 33137"," Miami"," FL",25.824588,-80.187042,1,range_interpolation,5132,"Biscayne Blvd",Miami,FL,"Miami-Dade County",33137,US
708," Latin House Burger & Taco Bar"," 9565 Sunset Drive"," 33173"," Miami"," FL",25.701779,-80.350143,0.8,street_center,,"SW 72nd St",Miami,FL,"Miami-Dade County",33173,US
709," Sakaya Kitchen"," 3401 N Miami Ave"," 33127"," Miami"," FL",25.808424,-80.194567,1,rooftop,3401,"N Miami Ave",Miami,FL,"Miami-Dade County",33137,US
710," Dj's Clam Shack"," 629 Duval Street"," 33040"," Key West"," FL",24.554651,-81.801731,1,range_interpolation,629,"Duval St","Key West",FL,"Monroe County",33040,US
711," Garbo's Grill"," 603 Greene Street"," 33040"," Key West"," FL",24.560037,-81.804039,1,range_interpolation,603,"Greene St","Key West",FL,"Monroe County",33040,US
712," Bad Boy Burrito"," 1220 1/2 Simonton Street"," 33040"," Key West"," FL",24.553963,-81.799565,0.8,street_center,,"Simonton Ln","Key West",FL,"Monroe County",33040,US
713," Brick and Fire Bistro"," 1630 F Street"," 95501"," Eureka"," CA",40.792693,-124.163863,1,range_interpolation,1630,"F St",Eureka,CA,"Humboldt County",95501,US
714," Brindle Room"," 277 East 10th Street"," 10009"," New York"," NY",40.728185,-73.98279,1,rooftop,277,"E 10th St","New York",NY,"New York County",10009,US
715," Black Tree"," 131 Orchard Street"," 10002"," New York"," NY",40.719721,-73.989521,1,rooftop,131,"Orchard St","New York",NY,"New York County",10002,US
716," Bunker Vietnamese"," 46-63 Metropolitan Avenue"," 11385"," Ridgewood"," NY",40.71353,-73.913832,1,range_interpolation,063,"Metropolitan Ave",Ridgewood,NY,"Queens County",11385,US
717," Pauls Live From New York"," 604 F Street"," 95501"," Eureka"," CA",40.80067,-124.165799,1,range_interpolation,604,"F St",Eureka,CA,"Humboldt County",95501,US
718," Queens Comfort"," 40-09 30th Avenue"," 11103"," Astoria"," NY",40.763848,-73.914589,1,rooftop,40-009,"30th Ave",Astoria,NY,"Queens County",11103,US
719," Sammy's Bistro"," 1890 Bonanza Drive"," 84060"," Park City"," UT",40.662991,-111.50083,0.8,street_center,,"Bonanza Dr","Park City",UT,"Summit County",84060,US
720," Silver Star Cafe"," 1825 3 Kings Drive"," 84060"," Park City"," UT",40.660525,-111.517217,1,range_interpolation,003,"Kings Ct","Park City",UT,"Summit County",84068,US
721," Maxwell's in Salt Lake City"," 357 South Main Street"," 84111"," Salt Lake City"," UT",40.761314,-111.890939,1,range_interpolation,357,"S Main St","Salt Lake City",UT,"Salt Lake County",84111,US
722," Cafe Nooner"," 409 Opera Alley"," 95501"," Eureka"," CA",40.803833,-124.166447,1,range_interpolation,409,"Opera Aly",Eureka,CA,"Humboldt County",95501,US
723," Ducks Eatery"," 351 East 12th Street"," 10003"," East Village"," NY",40.730242,-73.983806,1,rooftop,351,"E 12th St","New York",NY,"New York County",10003,US
724," Whisk Gourmet Food"," 7382 Southwest 56th Avenue"," 33143"," Miami"," FL",25.702903,-80.284671,1,rooftop,7382,"SW 56th Ave","South Miami",FL,"Miami-Dade County",33143,US
725," Tin Roof Grill"," 9284 South 700 East"," 84070"," Sandy"," UT",40.582148,-111.872343,1,range_interpolation,9284,"S 700 E",Sandy,UT,"Salt Lake County",84070,US
726," The Alley Restaurant at Aiea Bowl"," 99-115 Aiea Heights Drive"," 96701"," Aiea"," HI",21.378941,-157.930416,1,range_interpolation,115,"Aiea H8ths Dr",Aiea,HI,"Honolulu County",96701,US
727," Loulou's Griddle in the Middle"," Municipal Wharf 2 Monterey"," 93940"," Monterey"," CA",36.601643,-121.889814,1,street_center,,"Municipal Wharf 2",Monterey,CA,"Monterey County",93940,US
728," Fat Sal's"," 1300 North Highland Avenue"," 90028"," Los Angeles"," CA",34.094531,-118.338429,1,rooftop,1300,"N  Highland Ave","Los Angeles",CA,"Los Angeles County",90028,US
729," Elena’s Home of Finest Filipino Foods"," 94-866 Moloalo Street"," 96797"," Waipahu"," HI",21.384659,-158.002774,1,range_interpolation,866,"Moloalo St",Waipahu,HI,"Honolulu County",96797,US
730," Aristo's Greek Restaurant & Cafe"," 224 South 1300 East"," 84102"," Salt Lake City"," UT",40.764478,-111.854032,1,range_interpolation,224,"S 1300 E","Salt Lake City",UT,"Salt Lake County",84102,US
731," Oh Mai Sandwich"," 3425 South State Street"," 84115"," Salt Lake City"," UT",40.696921,-111.888103,1,range_interpolation,3425,"S State St","Salt Lake City",UT,"Salt Lake County",84115,US
732," Boots & Kimo's Homestyle Kitchen"," 151 Hekili Street"," 96734"," Kailua"," HI",21.392123,-157.742566,1,range_interpolation,151,"Hekili St",Kailua,HI,"Honolulu County",96734,US
733," Dean's Drive Inn"," 45-773 Kamehameha Highway"," 96744"," Kaneohe"," HI",21.467899,-157.843622,1,range_interpolation,773,"Kamehameha Hwy",Kaneohe,HI,"Honolulu County",96744,US
734," Uahi Island Grill"," 131 Hekili Street"," 96734"," Kailua"," HI",21.39228,-157.743158,1,range_interpolation,131,"Hekili St",Kailua,HI,"Honolulu County",96734,US
735," Tamarindo Food Truck"," "," 92656"," Orange County"," CA",33.576205,-117.730364,0.67,place,,,"Aliso Viejo",CA,"Orange County",92656,US
736," Mike’s Huli Huli"," 47 Kamehameha Highway"," 96744"," Kaneohe"," HI",21.420233,-157.802966,1,range_interpolation,47,"Kamehameha Hwy",Kaneohe,HI,"Honolulu County",96744,US
737," Taste of Belgium"," 1135 Vine Street"," 45202"," Cincinnati"," OH",39.107528,-84.514705,1,range_interpolation,1135,"Vine St",Cincinnati,OH,"Hamilton County",45202,US
738," Bakersfield OTR"," 1213 Vine Street"," 45202"," Cincinnati"," OH",39.108416,-84.51495,1,range_interpolation,1213,"Vine St",Cincinnati,OH,"Hamilton County",45202,US
739," Senate Restaurant"," 1212 Vine Street"," 45202"," Cincinnati"," OH",39.108473,-84.514655,1,range_interpolation,1212,"Vine St",Cincinnati,OH,"Hamilton County",45202,US
740," Rutts Hawaiian Cafe & Catering"," 12114 West Washington Boulevard"," 90066"," Los Angeles"," CA",34.000888,-118.426992,1,rooftop,12114,"Washington Pl","Los Angeles",CA,"Los Angeles County",90066,US
741," Sabroso! Mexican Grill"," 13129 Harbor Boulevard"," 92843"," Garden Grove"," CA",33.772573,-117.920551,1,range_interpolation,13129,"Harbor Blvd","Garden Grove",CA,"Orange County",92840,US
742," Monterey's Fish House"," 2114 Del Monte Avenue"," 93940"," Monterey"," CA",36.602048,-121.866178,1,range_interpolation,2114,"Del Monte Ave",Monterey,CA,"Monterey County",93940,US
743," Rosine's Restaurant"," 434 Alvarado Street"," 93940"," Monterey"," CA",36.59883,-121.894811,1,range_interpolation,434,"Alvarado St",Monterey,CA,"Monterey County",93940,US
744," Sidewinders American Grill"," 945 West Broadway"," 83001"," Jackson"," WY",43.479803,-110.75416,0.8,street_center,,"E Broadway Ave",Jackson,WY,"Teton County",83001,US
745," Blunch"," 59 East Springfield Street"," 02118"," Boston"," MA",42.335889,-71.075416,1,range_interpolation,59,"E Springfield St",Boston,MA,"Suffolk County",02118,US
